"jmdict_seq","kanji","kana","waller_definition","origin","original"
1003810,"草臥れる","くたびれる","to get tired, to wear out","waller",
1184360,"下らない","くだらない","good-for-nothing, stupid, trivial, worthless","waller",
1255930,"件","くだん","example, precedent, the usual, the said, the above-mentioned, (man) in question","waller",
1275720,"口ずさむ","くちずさむ","to hum something, to sing to oneself","waller",
1565560,"嘴","くちばし","beak, bill","waller",
1229310,"朽ちる","くちる","to rot","waller",
1003840,,"くっきり","distinctly, clearly, boldly","waller",
1246620,"屈折","くっせつ","bending, indentation, refraction","waller",
1003860,"くっ付く","くっつく","to adhere to, to keep close to","waller",
1003870,"くっ付ける","くっつける","to attach","waller",
1501490,"覆す","くつがえす","to overturn, to upset, to overthrow, to undermine","waller",
1572760,"諄い","くどい","verbose, importunate, heavy (taste)","waller",
1286320,"国境","くにざかい","national or state border","waller",
1329280,"首飾り","くびかざり","necklace","waller",
1329440,"首輪","くびわ","necklace, choker","waller",
1592290,"組み合わせ","くみあわせ","combination","waller",
1397480,"組み合わせる","くみあわせる","to join together, to combine, to join up","waller",
1397510,"組み込む","くみこむ","to insert, to include, to cut in (printing)","waller",
1592380,"蔵","くら","warehouse, cellar, magazine, granary, godown, depository, treasury, elevator","waller",
1244360,"苦しめる","くるしめる","to torment, to harass, to inflict pain","waller",
2831360,"包む","くるむ","to be engulfed in, to be enveloped by, to wrap up, to tuck in, to pack, to do up, to cover with, to dress i","waller",
1269140,"呉れ呉れも","くれぐれも","repeatedly, sincerely, earnestly","waller",
1263430,"玄人","くろうと","expert, professional, geisha, prostitute","waller",
1287710,"黒字","くろじ","balance (figure) in the black","waller",
1247290,"君主","くんしゅ","ruler, monarch","waller",
1245170,"愚痴","ぐち","idle complaint, grumble","waller",
1004080,,"ぐっと","firmly, fast, much, more","waller",
1154340,,"ぐらい","approximately","waller",
1247490,"群","ぐん","group (math)","waller",
1247830,"軍艦","ぐんかん","warship, battleship","waller",
1592515,"群集","ぐんしゅう","(social) group, crowd, throng, mob, multitude","waller",
1248080,"軍事","ぐんじ","military affairs","waller",
1248870,"軍備","ぐんび","armaments, military preparations","waller",
1248970,"軍服","ぐんぷく","military or naval uniform","waller",
1249610,"刑","けい","penalty, sentence, punishment","waller",
2210780,"頃","けい","time, about, toward, approximately (time)","waller",
,"傾","けい","lean, incline","waller",
1251000,"系","けい","system, lineage, group","waller",
1251250,"経過","けいか","passage, expiration, progress","waller",
1252600,"軽快","けいかい","rhythmical (e.g. melody), casual (e.g. dress), light, nimble","waller",
1252310,"警戒","けいかい","warning, admonition, vigilance","waller",
1252130,"計器","けいき","meter, gauge","waller",
1250180,"契機","けいき","opportunity, chance","waller",
1250740,"敬具","けいぐ","Sincerely yours","waller",
1252680,"軽減","けいげん","abatement","waller",
1250610,"掲載","けいさい","appearance (e.g. article in paper)","waller",
1249500,"傾斜","けいしゃ","inclination, slant, slope, bevel, list, dip","waller",
1250360,"形成","けいせい","formation","waller",
1250350,"形勢","けいせい","condition, situation, prospects","waller",
1252910,"軽率","けいそつ","rash, thoughtless, careless, hasty","waller",
1250680,"携帯","けいたい","carrying something","waller",
1250390,"形態","けいたい","form, shape, figure","waller",
1249780,"刑罰","けいばつ","judgement, penalty, punishment","waller",
1251640,"経費","けいひ","expenses, cost, outlay","waller",
1252510,"警部","けいぶ","police inspector","waller",
1252860,"軽蔑","けいべつ","scorn, disdain","waller",
1251690,"経歴","けいれき","personal history, career","waller",
1251700,"経路","けいろ","course, route, channel","waller",
1178960,"汚す","けがす","to disgrace, to dishonour","waller",
1178980,"汚らわしい","けがらわしい","filthy, unfair","waller",
1178990,"汚れ","けがれ","uncleanness, impurity, disgrace","waller",
1179000,"汚れる","けがれる","to get dirty, to become dirty","waller",
1335590,"獣","けだもの","beast, brute","waller",
1585670,"吝嗇","けち","stinginess, miser, miserliness, skinflint, tightwad, niggard, pinching pennies","waller",
1254710,"結核","けっかく","tuberculosis, tubercule","waller",
1255180,"血管","けっかん","blood vessel","waller",
1254250,"決行","けっこう","doing (with resolve), carrying out (i.e. a plan)","waller",
1254290,"決算","けっさん","balance sheet, settlement of accounts","waller",
1254320,"決勝","けっしょう","decision of a contest, finals (in sports)","waller",
1254870,"結晶","けっしょう","crystal, crystallization","waller",
1254900,"結成","けっせい","formation","waller",
1254930,"結束","けっそく","union, unity","waller",
2836694,"傑","けつ","excellence","waller",
1254220,"決意","けつい","decision, determination","waller",
1254240,"決議","けつぎ","resolution, vote, decision","waller",
1254770,"結合","けつごう","combination, union","waller",
1254370,"決断","けつだん","decision, determination","waller",
1254100,"欠乏","けつぼう","want, shortage, famine","waller",
1333440,"蹴飛ばす","けとばす","to kick away, to kick off, to kick (someone), to refuse, to reject","waller",
1573120,"貶す","けなす","to speak ill of","waller",
1177200,"煙たい","けむたい","smoky, feeling awkward","waller",
1177220,"煙る","けむる","to smoke (e.g. fire)","waller",
1192530,"家来","けらい","retainer, retinue, servant","waller",
1257080,"圏","けん","sphere, circle, range","waller",
1258080,"権","けん","authority, the right (to do something)","waller",
1258090,"権威","けんい","authority, power, influence","waller",
1578300,"兼業","けんぎょう","side line, second business","waller",
1258130,"権限","けんげん","power, authority, jurisdiction","waller",
1256300,"健在","けんざい","in good health, well","waller",
1257690,"懸賞","けんしょう","offering prizes, winning, reward","waller",
1257930,"検事","けんじ","public prosecutor","waller",
1256360,"健全","けんぜん","health, soundness, wholesome","waller",
1259870,"見地","けんち","point of view","waller",
1260320,"賢明","けんめい","wisdom, intelligence, prudence","waller",
1256010,"倹約","けんやく","thrift, economy, frugality","waller",
1256720,"兼用","けんよう","multi-use, combined use, combination, serving two purposes","waller",
1258220,"権力","けんりょく","power, authority, influence","waller",
1253450,"劇団","げきだん","troupe, theatrical company","waller",
1253760,"激励","げきれい","encouragement","waller",
1255690,"月謝","げっしゃ","monthly tuition fee","waller",
1004250,,"げっそり","being disheartened, losing weight","waller",
1255800,"月賦","げっぷ","monthly installment","waller",
1186540,"下痢","げり","diarrhoea","waller",
1261130,"原","げん","original, primitive, primary, fundamental, raw","waller",
1261310,"原形","げんけい","original form, base form","waller",
1263630,"現行","げんこう","present, current, in operation","waller",
1261450,"原作","げんさく","original work","waller",
1261570,"原子","げんし","atom","waller",
1260870,"元首","げんしゅ","ruler, sovereign","waller",
1261850,"原書","げんしょ","original document","waller",
1263210,"減少","げんしょう","decrease, reduction, decline","waller",
1263760,"現場","げんじょう","actual spot, scene, scene of the crime","waller",
1592840,"元素","げんそ","chemical element","waller",
1262070,"原則","げんそく","principle, general rule","waller",
1263800,"現像","げんぞう","developing (film)","waller",
1263860,"現地","げんち","actual place, local","waller",
1264670,"限定","げんてい","limit, restriction","waller",
1262160,"原点","げんてん","origin (coordinates), starting point","waller",
1262150,"原典","げんてん","original (text)","waller",
1263290,"減点","げんてん","subtract, give a demerit","waller",
1262220,"原爆","げんばく","atomic bomb","waller",
1262340,"原文","げんぶん","the text, original","waller",
1262830,"厳密","げんみつ","strict, close","waller",
1262430,"原油","げんゆ","crude oil","waller",
1264580,"言論","げんろん","discussion","waller",
1267110,"故","こ","the late (deceased)","waller",
1659920,"戸","こ","counter for houses","waller",
1307770,"児","こ","child, the young of animals","waller",
,"巨","きょ","big, large, great","waller",
1609750,"恋する","こいする","to fall in love with, to love","waller",
1280050,"溝","こう","10^38, hundred undecillion (American), hundred sextillion (British)","waller",
2259610,"校","こう","-school, proof","waller",
1277530,"好意","こうい","good will, favor, courtesy","waller",
1281830,"行為","こうい","act, deed, conduct","waller",
1281840,"行員","こういん","bank clerk","waller",
1271710,"交易","こうえき","trade, commerce","waller",
1273280,"公演","こうえん","public performance","waller",
1269510,"後悔","こうかい","regret, repentance","waller",
1273370,"公開","こうかい","presenting to the public","waller",
1281250,"航海","こうかい","sail, voyage","waller",
1278010,"工学","こうがく","engineering","waller",
1280380,"皇居","こうきょ","Imperial Palace","waller",
1277620,"好況","こうきょう","prosperous conditions, healthy economy","waller",
1278860,"抗議","こうぎ","protest, objection","waller",
1282560,"鉱業","こうぎょう","mining industry","waller",
1238240,"興業","こうぎょう","industrial enterprise","waller",
1283490,"高原","こうげん","tableland, plateau","waller",
1569020,"煌々","こうこう","brilliantly, brightly","waller",
1281120,"考古学","こうこがく","archaeology","waller",
1271940,"交互","こうご","mutual, reciprocal, alternate","waller",
1278100,"工作","こうさく","work, construction, handicraft, maneuvering","waller",
1280970,"耕作","こうさく","cultivation, farming","waller",
1282570,"鉱山","こうざん","mine (ore)","waller",
1282290,"講習","こうしゅう","short course, training","waller",
1272110,"交渉","こうしょう","negotiations, discussions, connection","waller",
1283610,"高尚","こうしょう","high, noble, refined, advanced","waller",
1281980,"行進","こうしん","march, parade","waller",
1283050,"香辛料","こうしんりょう","spices","waller",
1276310,"口述","こうじゅつ","verbal statement","waller",
1279080,"控除","こうじょ","subsidy, deduction","waller",
1277250,"向上","こうじょう","elevation, rise, improvement, advancement, progress","waller",
1282890,"降水","こうすい","rainfall, precipitation","waller",
1279930,"洪水","こうずい","flood","waller",
1274190,"公然","こうぜん","open (e.g. secret), public, official","waller",
1278950,"抗争","こうそう","dispute, resistance","waller",
1279780,"構想","こうそう","plan, plot, idea, conception","waller",
1279000,"拘束","こうそく","restriction, restraint","waller",
1269880,"後退","こうたい","retreat, backspace (BS)","waller",
1273050,"光沢","こうたく","brilliance, polish, lustre, glossy finish (of photographs)","waller",
1274280,"公団","こうだん","public corporation","waller",
1277730,"好調","こうちょう","favourable, promising, satisfactory, in good shape","waller",
1276710,"口頭","こうとう","oral","waller",
1282350,"講読","こうどく","reading, translation","waller",
1282420,"購読","こうどく","subscription (e.g. magazine)","waller",
1282440,"購入","こうにゅう","purchase, buy","waller",
1274450,"公認","こうにん","official recognition, authorization, licence, accreditation","waller",
1273110,"光熱費","こうねつひ","cost of fuel and light","waller",
1281620,"荒廃","こうはい","ruin","waller",
1282470,"購買","こうばい","purchase, buy","waller",
1277780,"好評","こうひょう","popularity, favorable reputation","waller",
1272520,"交付","こうふ","delivering, furnishing (with copies)","waller",
1282940,"降伏","こうふく","capitulation, surrender, submission","waller",
1238380,"興奮","こうふん","excitement, stimulation, agitation, arousal","waller",
1274680,"公募","こうぼ","public appeal, public contribution","waller",
1278340,"巧妙","こうみょう","ingenious, skillful, clever, deft","waller",
1274940,"公用","こうよう","government business, public use, public expense","waller",
1593050,"小売","こうり","retail","waller",
1275210,"効率","こうりつ","efficiency","waller",
1275000,"公立","こうりつ","public (institution)","waller",
1348770,"小柄","こがら","short (build)","waller",
1348410,"小切手","こぎって","cheque, check","waller",
1286590,"国産","こくさん","domestic products","waller",
1286860,"国定","こくてい","state-sponsored, national","waller",
1286890,"国土","こくど","realm","waller",
1286060,"告白","こくはく","confession, acknowledgement","waller",
1287030,"国防","こくぼう","national defence","waller",
1287170,"国有","こくゆう","national ownership","waller",
1287210,"国連","こくれん","U.N., United Nations","waller",
1400530,"漕ぐ","こぐ","to row, to scull, to pedal","waller",
1350750,"焦げ茶","こげちゃ","black tea","waller",
1593190,"個々","ここ","individual, one by one","waller",
1593190,"箇箇","ここ","individual, separate","waller",
1360820,"心地","ここち","feeling, sensation, mood","waller",
1360910,"心得","こころえ","knowledge, information","waller",
1360500,"心掛け","こころがけ","readiness, intention, aim","waller",
1360610,"心掛ける","こころがける","to bear in mind, to aim to do","waller",
1309050,"志","こころざし","will, intention, motive","waller",
1309060,"志す","こころざす","to plan, to intend, to aspire to, to set aims (sights on)","waller",
1360640,"心強い","こころづよい","heartening, reassuring","waller",
1360680,"心細い","こころぼそい","helpless, forlorn, hopeless, unpromising, lonely, discouraging, disheartening","waller",
1312270,"試み","こころみ","trial, experiment","waller",
1312280,"試みる","こころみる","to try, to test","waller",
1199970,"快い","こころよい","pleasant, agreeable","waller",
1239000,"凝らす","こごらす","to freeze, to congeal","waller",
1239060,"凝る","こごる","to congeal, to freeze","waller",
1567390,"拵える","こしらえる","to make, to manufacture","waller",
1266810,"孤児","こじ","orphan","waller",
1567270,"拗れる","こじれる","to get complicated, to grow worse","waller",
1267190,"故人","こじん","the deceased, old friend","waller",
1349980,"梢","こずえ","treetop","waller",
1264960,"個性","こせい","individuality, personality, idiosyncrasy","waller",
1267030,"戸籍","こせき","census, family register","waller",
1348470,"小銭","こぜに","coins, small change","waller",
1266640,"固体","こたい","solid (body)","waller",
1449530,"答え","こたえ","answer, response","waller",
2827352,"堪える","こたえる","to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t","waller",
1194360,"火燵","こたつ","table with heater, (orig) charcoal brazier in a floor well","waller",
1265760,"古代","こだい","ancient times","waller",
1004480,"拘る","こだわる","to fuss over, to be particular about, to be concerned about","waller",
1267820,"誇張","こちょう","exaggeration","waller",
1208660,"滑稽","こっけい","funny, humorous, comical, laughable, ridiculous, joking","waller",
1286380,"国交","こっこう","diplomatic relations","waller",
1288710,"骨董品","こっとうひん","curio","waller",
1288540,"骨","こつ","knack, skill","waller",
1266650,"固定","こてい","fixation","waller",
1314240,"事柄","ことがら","matter, thing, affair, circumstance","waller",
1004570,"悉く","ことごとく","altogether, entirely","waller",
1264510,"言伝","ことづて","declaration, hearsay","waller",
1328650,"殊に","ことに","especially, above all","waller",
2773660,"事によると","ことによると","depending on the circumstances","waller",
1266850,"孤独","こどく","isolation, loneliness, solitude","waller",
1593360,"粉々","こなごな","in very small pieces","waller",
1004690,"この間","このあいだ","the other day, lately, recently","waller",
1004710,"この頃","このごろ","recently","waller",
1277490,"好ましい","このましい","nice, likeable, desirable","waller",
1265000,"個別","こべつ","particular case","waller",
1557640,"零す","こぼす","to spill","waller",
1295550,"細やか","こまやか","friendly","waller",
2849867,"混む","こむ","to be crowded","waller",
1288790,"込める","こめる","to include, to put into","waller",
1593430,"篭る","こもる","to seclude oneself, to be confined in, to be implied, to be stuffy","waller",
1266730,"固有","こゆう","characteristic, tradition, peculiar, inherent, eigen-","waller",
1267860,"雇用","こよう","employment (long term), hire","waller",
1557950,"暦","こよみ","calendar, almanac","waller",
2827352,"堪える","こらえる","to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t","waller",
1266860,"孤立","こりつ","isolation, helplessness","waller",
1428190,"懲りる","こりる","to learn by experience, to be disgusted with","waller",
1628530,"此れ","これ","this","waller",
1004830,"此れ等","これら","these","waller",
2177300,"魂","こん","soul, spirit","waller",
1290110,"根気","こんき","patience, perseverance, energy","waller",
1290120,"根拠","こんきょ","basis, foundation","waller",
1290330,"混血","こんけつ","mixed race, mixed parentage","waller",
1289980,"昆虫","こんちゅう","insect, bug","waller",
1290260,"根底","こんてい","root, basis, foundation","waller",
1290480,"混同","こんどう","confusion, mixing, merger","waller",
1289400,"今日は","こんにちは","hello, good day (daytime greeting id)","waller",
1289480,"今晩は","こんばんは","good evening","waller",
2848289,"根本","こんぽん","origin, source, foundation, root, base, principle","waller",
1270190,"御","ご","go-, honourable","waller",
1271260,"語彙","ごい","vocabulary, glossary","waller",
1956270,"濠","ごう","moat","waller",
1239320,"業","ごう","Buddhist karma, actions committed in a former life","waller",
1284220,"号","ごう","number, issue","waller",
1284550,"合意","ごうい","agreement, consent, mutual understanding","waller",
1284700,"合議","ごうぎ","consultation, conference","waller",
1799670,"強気","ごうぎ","great, grand","waller",
1284940,"合成","ごうせい","synthesis, composition, synthetic, composite, mixed, combined, compound","waller",
1271510,"護衛","ごえい","guard, convoy, escort","waller",
1271060,"語句","ごく","words, phrases","waller",
1240250,"極楽","ごくらく","paradise","waller",
1005030,"ご苦労様","ごくろうさま","Thank you very much for your....","waller",
1271090,"語源","ごげん","word root, word derivation, etymology","waller",
1271320,"誤差","ごさ","error","waller",
1612690,"ご座います","ございます","to be (polite), to exist","waller",
1593590,"ご馳走","ごちそう","feast, treating (someone)","waller",
1270520,"ご馳走さま","ごちそうさま","feast","waller",
1524640,"毎","ごと","each respectively","waller",
1270890,"碁盤","ごばん","Go board","waller",
1270650,"ご無沙汰","ごぶさた","not writing or contacting for a while","waller",
1271480,"誤魔化す","ごまかす","to deceive, to falsify, to misrepresent","waller",
1270690,"御免ください","ごめんください","May I come in?","waller",
1270680,"御免なさい","ごめんなさい","I beg your pardon, excuse me","waller",
1270770,"御覧なさい","ごらんなさい","(please) look, (please) try to do","waller",
,"佐","さ","help","waller",
1292290,"再","さい","re-, again, repeated","waller",
1291340,"差異","さい","difference, disparity","waller",
1294940,"歳","さい","#NAME?","waller",
1292390,"再会","さいかい","another meeting, meeting again, reunion","waller",
1295100,"災害","さいがい","calamity, disaster, misfortune","waller",
1295590,"細菌","さいきん","bacillus, bacterium, germ","waller",
1295610,"細工","さいく","work, craftsmanship, tactics, trick","waller",
1294750,"採掘","さいくつ","mining","waller",
1294760,"採決","さいけつ","vote, roll call","waller",
1292590,"再建","さいけん","rebuilding, reconstruction, rehabilitation","waller",
1292640,"再現","さいげん","reappearance, reproduction, return, revival","waller",
1294780,"採算","さいさん","profit","waller",
1294810,"採集","さいしゅう","collecting, gathering","waller",
1292960,"再生","さいせい","playback, regeneration, resuscitation, return to life, rebirth, reincarnation, narrow escape, reclamation, r","waller",
1294160,"最善","さいぜん","the very best","waller",
1294830,"採択","さいたく","adoption, selection, choice","waller",
1293410,"再発","さいはつ","return, relapse, reoccurrence","waller",
1294910,"栽培","さいばい","cultivation","waller",
1295740,"細胞","さいぼう","cell (biology)","waller",
1294890,"採用","さいよう","use, adopt","waller",
1323290,"遮る","さえぎる","to interrupt, to intercept, to obstruct","waller",
1565710,"囀る","さえずる","to sing, to chirp, to twitter","waller",
1297050,"冴える","さえる","to be clear, to be serene, to be cold, to be skillful","waller",
1214060,"竿","さお","rod, pole (e.g. for drying laundry)","waller",
1173860,"栄える","さかえる","to prosper, to flourish","waller",
1472630,"杯","さかずき","wine cups","waller",
1227250,"逆立ち","さかだち","handstand, headstand","waller",
1397830,"逆上る","さかのぼる","to go back, to go upstream, to make retroactive","waller",
1379730,"盛る","さかる","to prosper, to flourish, to copulate (animals)","waller",
1291370,"差額","さがく","balance, difference, margin","waller",
1184160,"下がる","さがる","to hang down, to abate, to retire, to fall, to step back","waller",
1576030,"一昨昨日","さきおととい","two days before yesterday","waller",
1387280,"先に","さきに","before, earlier than, ahead, beyond, away, previously, recently","waller",
1291690,"詐欺","さぎ","fraud, swindle","waller",
1297240,"作","さく","a work, a harvest","waller",
1298260,"策","さく","plan, policy","waller",
1298250,"柵","さく","fence, paling","waller",
1298110,"削減","さくげん","cut, reduction, curtailment","waller",
1298420,"錯誤","さくご","mistake","waller",
1297800,"作戦","さくせん","military or naval operations, tactics, strategy","waller",
1297940,"作物","さくぶつ","literary work","waller",
1235890,"叫び","さけび","shout, scream, outcry","waller",
1558610,"裂ける","さける","to split, to tear, to burst","waller",
1516430,"捧げる","ささげる","to lift up, to give, to offer, to consecrate, to devote, to sacrifice, to dedicate","waller",
1291140,"差し掛かる","さしかかる","to come near to, to approach","waller",
1309850,"指図","さしず","instruction, mandate","waller",
1291230,"差し出す","さしだす","to present, to submit, to tender, to hold out","waller",
1291180,"差し支える","さしつかえる","to interfere, to hinder, to become impeded","waller",
1291100,"差し引く","さしひく","to deduct","waller",
1593790,"些事","さじ","something small or petty, trifle","waller",
1330280,"授ける","さずける","to grant, to award, to teach","waller",
1565620,"嘸","さぞ","I am sure, certainly, no doubt","waller",
1435370,"定まる","さだまる","to become settled, to be fixed","waller",
1435380,"定める","さだめる","to decide, to establish, to determine","waller",
1298400,"錯覚","さっかく","optical illusion, hallucination","waller",
1581270,"早急","さっきゅう","urgent","waller",
1298740,"察する","さっする","to guess, to sense, to presume, to judge, to sympathize with","waller",
1005200,"颯っと","さっと","quickly, suddenly","waller",
1298520,"冊","さつ","counter for books","waller",
1299100,"殺人","さつじん","murder","waller",
1585460,"偖","さて","well, now, then","waller",
1270850,"悟る","さとる","to attain enlightenment, to perceive, to understand, to discern","waller",
1363780,"真実","しんじつ","truth, reality","waller",
1295940,"裁く","さばく","to judge","waller",
1593820,"錆び","さび","rust (colour)","waller",
1394760,"左程","さほど","(not) very, (not) much","waller",
1545790,"様","さま","Mr. or Mrs., manner, kind, appearance","waller",
1579450,"三味線","さみせん","three-stringed Japanese guitar, shamisen","waller",
1314780,"侍","さむらい","Samurai, warrior","waller",
1394700,"然も","さも","with gusto, with satisfaction","waller",
1298000,"作用","さよう","action, operation, effect, function","waller",
1291050,"左様なら","さようなら","good-bye","waller",
1593870,"拐う","さらう","to carry off, to run away with, to kidnap, to abduct","waller",
1399520,"爽やか","さわやか","fresh, refreshing, invigorating, clear, fluent, eloquent","waller",
1352050,"障る","さわる","to hinder, to interfere with, to affect, to do one harm, to be harmful to","waller",
1304260,"酸","さん","acid","waller",
1005340,,"さん","Mr or Mrs","waller",
1304290,"酸化","さんか","oxidation","waller",
1302780,"山岳","さんがく","mountains","waller",
1303760,"産休","さんきゅう","maternity leave","waller",
1303650,"桟橋","さんきょう","wharf, bridge, jetty, pier","waller",
1302210,"参議院","さんぎいん","House of Councillors","waller",
1303790,"産後","さんご","postpartum, after childbirth","waller",
1303810,"産出","さんしゅつ","yield, produce","waller",
1302410,"参照","さんしょう","reference, consultation, consultation","waller",
1302440,"参上","さんじょう","calling on, visiting","waller",
1304240,"賛美","さんび","praise, adoration, glorification","waller",
1303850,"産婦人科","さんふじんか","maternity and gynecology department","waller",
1303870,"産物","さんぶつ","product, result, fruit","waller",
1303150,"山腹","さんぷく","hillside, mountainside","waller",
1303190,"山脈","さんみゃく","mountain range","waller",
1296770,"財","ざい","fortune, riches","waller",
1296810,"財源","ざいげん","source of funds, resources, finances","waller",
1296470,"在庫","ざいこ","stockpile, stock","waller",
1296830,"財政","ざいせい","economy, financial affairs","waller",
1291920,"座談会","ざだんかい","symposium, round-table discussion","waller",
1299290,"雑貨","ざっか","miscellaneous goods, general goods, sundries","waller",
1299240,"雑","ざつ","rough, crude","waller",
1299480,"雑談","ざつだん","chatting, idle talk","waller",
1299560,"雑木","ざつぼく","various kinds of small trees, assorted trees","waller",
1638190,"座標","ざひょう","coordinate(s)","waller",
1304570,"残金","ざんきん","remaining money","waller",
1304600,"残酷","ざんこく","cruelty, harshness","waller",
1304590,"残高","ざんだか","(bank) balance, remainder","waller",
1310720,"死","し","death, decease","waller",
2542020,"秭","し","10^24 (kanji is JIS X 0212 kuten 4906), septillion (American), quadrillion (British)","waller",
1579580,"次","じ","order, sequence, times, next, below","waller",
1305120,"仕上がり","しあがり","finish, end, completion","waller",
1594040,"仕上げ","しあげ","end, finishing touches, being finished","waller",
1305140,"仕上げる","しあげる","to finish up, to complete","waller",
1594050,"明々後日","しあさって","two days after tomorrow","waller",
1312980,"飼育","しいく","breeding, raising, rearing","waller",
1236080,"強いて","しいて","by force","waller",
1236100,"強いる","しいる","to force, to compel, to coerce","waller",
1305310,"仕入れる","しいれる","to lay in stock, to replenish stock, to procure","waller",
1631970,,"しーん","silent (as the grave), (deathly) quiet","waller",
1313110,"歯科","しか","dentistry","waller",
1312690,"資格","しかく","qualifications, requirements, capabilities","waller",
1312010,"視覚","しかく","sense of sight, vision","waller",
1594100,"仕掛け","しかけ","device, trick, mechanism, gadget, (small) scale, half finished, commencement, set up, challenge","waller",
1304820,"仕掛ける","しかける","to commence, to lay (mines), to set (traps), to wage (war), to challenge","waller",
1506000,"然しながら","しかしながら","nevertheless, however","waller",
1506050,"而も","しかも","moreover, furthermore, nevertheless, and yet","waller",
1308190,"市街","しがい","urban areas, the streets, town, city","waller",
1309700,"指揮","しき","command, direction","waller",
1357720,"色彩","しきさい","colour, hue, tints","waller",
1319090,"式場","しきじょう","ceremonial hall, place of ceremony (e.g. marriage)","waller",
1594160,"為来り","しきたり","customs","waller",
1005480,"頻りに","しきりに","frequently, repeatedly, incessantly, eagerly","waller",
1305180,"仕切る","しきる","to partition, to divide, to mark off, to settle accounts, to toe the mark","waller",
1312700,"資金","しきん","funds, capital","waller",
1579510,"施行","しぎょう","1. execution, enforcing, carrying out","waller",
1005500,,"しくじる","to fail, to fall through, to blunder","waller",
1594180,"仕組み","しくみ","devising, plan, plot, contrivance, construction, arrangement","waller",
1310810,"死刑","しけい","death penalty, capital punishment","waller",
1320420,"湿気る","しける","to be damp, to be moist","waller",
1309530,"思考","しこう","thought","waller",
1309110,"志向","しこう","intention, aim","waller",
1565500,"嗜好","しこう","taste, liking, preference","waller",
1312040,"視察","しさつ","inspection, observation","waller",
1312750,"資産","しさん","property, fortune, means, assets","waller",
1306540,"刺繍","ししゅう","embroidery","waller",
1310150,"支持","しじ","support, maintenance","waller",
1309800,"指示","しじ","indication, instruction, directions","waller",
1437210,"雫","しずく","drop (of water)","waller",
1431680,"沈める","しずめる","to sink, to submerge","waller",
1310410,"施設","しせつ","institution, establishment, facility, (army) engineer","waller",
1307980,"子息","しそく","son","waller",
1514910,"慕う","したう","to yearn for, to miss, to adore, to love dearly","waller",
1185450,"下心","したごころ","secret intention, motive","waller",
1365070,"親しむ","したしむ","to be intimate with, to befriend","waller",
1185970,"下調べ","したしらべ","preliminary investigation, preparation","waller",
1185920,"下地","したじ","groundwork, foundation, inclination, aptitude, elementary knowledge of, grounding in, prearrangement, spade","waller",
1467520,"認める","したためる","to write up","waller",
1305560,"仕立てる","したてる","to tailor, to make, to prepare, to train, to send (a messenger)","waller",
1185180,"下取り","したどり","trade in, part exchange","waller",
1184580,"下火","したび","burning low, waning, declining","waller",
1319820,"失格","しっかく","disqualification, elimination, incapacity (legal)","waller",
1594400,"確り","しっかり","firmly, tightly, reliable, level-headed, steady","waller",
1320710,"質素","しっそ","simplicity, modesty, frugality","waller",
1320080,"失調","しっちょう","lack of harmony","waller",
1320280,"嫉妬","しっと","jealousy","waller",
1358800,"尻尾","しっぽ","tail (animal)","waller",
1320300,"室","しつ","room","waller",
1320680,"質疑","しつぎ","question","waller",
1573410,"躾","しつけ","home discipline, training, upbringing, breeding","waller",
1305350,"仕付ける","しつける","to be used to a job, to begin to do, to baste, to tack, to plant","waller",
1309940,"指摘","してき","pointing out, identification","waller",
1312130,"視点","してん","opinion, point of view, visual point","waller",
1158680,"萎びる","しなびる","to wilt, to fade","waller",
1566110,,"しなやか","supple, flexible, elastic","waller",
1566370,"屎尿","しにょう","excreta, raw sewage, human waste, night soil","waller",
1554200,"凌ぐ","しのぐ","to outdo, to surpass, to endure, to keep out (rain), to stave off, to tide over, to pull through, to defy, t","waller",
1307610,"始発","しはつ","first train","waller",
1321610,"芝","しば","lawn, sod, turf","waller",
1005580,"屡","しばしば","often, again and again, frequently","waller",
1304420,"暫く","しばらく","little while","waller",
1569620,"痺れる","しびれる","to become numb, to go to sleep (i.e. a limb)","waller",
1335540,"渋い","しぶい","1. tasteful (clothing), cool, an aura of refined masculinity, 2. astringent, sullen, bitter (taste), 3","waller",
1311380,"私物","しぶつ","private property, personal effects","waller",
1005590,,"しぶとい","tenacious, stubborn","waller",
1306680,"司法","しほう","administration of justice","waller",
1311820,"脂肪","しぼう","fat, grease, blubber","waller",
1309140,"志望","しぼう","wish, desire, ambition","waller",
1427460,"萎む","しぼむ","to wither, to fade (away), to shrivel, to wilt","waller",
1594530,"仕舞","しまい","end, termination, informal (Noh play)","waller",
1307620,"始末","しまつ","management, dealing, settlement, cleaning up afterwards","waller",
1005610,,"しみじみ","keenly, deeply, heartily","waller",
1391120,"染みる","しみる","to pierce, to permeate","waller",
1306160,"使命","しめい","mission, errand, message","waller",
1594590,"締め切り","しめきり","closing, cut-off, end, deadline, Closed, No Entrance","waller",
1521390,"僕","しもべ","manservant, servant (of God)","waller",
1322860,"社交","しゃこう","social life, social intercourse","waller",
1323050,"謝絶","しゃぜつ","refusal","waller",
1322900,"社宅","しゃたく","company owned house","waller",
1005650,"吃逆","しゃっくり","hiccough, hiccup","waller",
