jmdict_seq,kana,kanji,waller_definition
1294850,さいてん,採点,"marking,grading,looking over"
1295110,さいなん,災難,"calamity,misfortune"
1296200,さいほう,裁縫,sewing
1296660,ざいもく,材木,"lumber,timber"
1056150,サイレン,,siren
1226970,さかさ,逆さ,"reverse,inversion,upside down"
1593650,さかさま,逆様,"inversion,upside down"
1593670,さがす,捜す,"to search,to seek,to look for"
1397830,さかのぼる,遡る,"to go back,to go upstream,to make retroactive"
1329110,さかば,酒場,"bar,bar-room"
1576030,さきおととい,,two days before yesterday
1388170,さきほど,先程,some time ago
1207730,さく,裂く,"to tear,to split"
1298320,さくいん,索引,"index,indices"
1297710,さくしゃ,作者,"author,authoress"
1298120,さくじょ,削除,"elimination,cancellation,deletion,erasure"
1297760,さくせい,作成,"frame,draw up,make,producing"
1297790,さくせい,作製,manufacture
1418260,さぐる,探る,"to search,to look for,to sound out"
1565670,ささやく,囁く,"to whisper,to murmur"
1306390,ささる,刺さる,"to stick,to be stuck"
1585630,さじ,匙,spoon
1291990,ざしき,座敷,tatami room
1593780,さしつかえ,差し支え,"hindrance,impediment"
1291090,さしひき,差し引き,"deduction,subtraction,balance,ebb and flow,rise and fall"
1306570,さしみ,刺身,sliced raw fish
1306470,さす,刺す,"to pierce,to stab,to prick,to thrust"
1399830,さす,挿す,"to insert,to put in,to graft,to wear in belt"
1609820,さす,注す,"to pour (drink),to serve (drinks)"
1322170,さす,射す,"to shine,to strike"
1552390,さすが,流石,"clever,adept,good,expectations,as one would expect"
1298800,さつえい,撮影,photographing
1299280,ざつおん,雑音,"noise (jarring, grating)"
1005190,さっさと,,quickly
1400300,さっそく,早速,"at once,immediately,without delay,promptly"
1593820,さび,錆,rust (colour)
1299640,さびる,錆びる,"to rust,to become rusty"
1291980,ざぶとん,座布団,cushion (Japanese)
1556740,さます,冷ます,"to cool,to dampen,to let cool"
1519120,さまたげる,妨げる,"to disturb,to prevent"
1556750,さめる,冷める,"to become cool,to wear off,to abate,to subside"
1291050,さようなら,,good-bye
1293640,さらいげつ,再来月,month after next
1293650,さらいしゅう,再来週,week after next
1293660,さらいねん,再来年,year after next
1057960,サラリーマン,,"salary man,company employee"
1403000,さわがしい,騒がしい,noisy
1399520,さわやか,,"fresh,refreshing,invigorating"
1299970,さんかく,三角,"triangle,triangular"
1303930,さんすう,算数,arithmetic
1304330,さんせい,酸性,acidity
1303820,さんち,産地,producing area
1058760,サンプル,,sample
1303230,さんりん,山林,"mountain forest,mountains and forest"
1305130,しあがる,仕上がる,to be finished
1594050,しあさって,,two days after tomorrow
1059300,シーズン,,season (sporting)
1059400,シーツ,,sheet
1315250,じいん,寺院,temple
1631970,しいん,,"silent (as the grave),(deathly) quiet"
1317400,じえい,自衛,self-defense
1609860,しおからい,塩辛い,salty (taste)
1306640,しかい,司会,chairmanship
1307090,しかく,四角,square
1307100,しかくい,四角い,square
1315960,じかんわり,時間割,"timetable,schedule"
1307130,しき,四季,four seasons
1497060,しきち,敷地,site
1311900,しきゅう,至急,"urgent,pressing"
1497020,しく,敷く,"to spread out,to lay out"
1533740,しげる,茂る,"to grow thick,to luxuriate,to be luxurious"
1315790,じさん,持参,"bringing,taking,carrying"
1317080,じしゃく,磁石,magnet
1307250,ししゃごにゅう,四捨五入,rounding up (fractions)
1307570,しじゅう,始終,"continuously,from beginning to end"
1317900,じしゅう,自習,self-study
1594270,しずまる,静まる,"to quieten down,to calm down,to subside"
1307740,しせい,姿勢,"attitude,posture"
1318110,しぜんかがく,自然科学,natural science
1316290,じそく,時速,speed (per hour)
1307990,しそん,子孫,"descendants,posterity,offspring"
1310920,したい,死体,corpse
1185370,したがき,下書き,"rough copy,draft"
1185940,したまち,下町,"Shitamachi,lower parts of town"
1317810,じち,自治,"self-government,autonomy"
1320920,じっかん,実感,"feelings (actual, true)"
1320410,しっけ,湿気,"moisture,humidity,dampness"
1320410,しっき,湿気,"moisture,humidity,dampness"
1005550,しつこい,,"insistent,obstinate"
1321200,じっしゅう,実習,"practice,training"
1321240,じっせき,実績,"achievements,actual results"
1320490,しつど,湿度,level of humidity
1319710,しっぴつ,執筆,writing
1321430,じつぶつ,実物,"real thing,original"
1358800,しっぽ,,tail (animal)
1321480,じつよう,実用,"practical use,utility"
1321530,じつりょく,実力,"merit,efficiency,arms,force"
1321560,じつれい,実例,"example,illustration"
1320250,しつれん,失恋,"disappointed love,broken heart,unrequited love,be lovelorn"
1309910,してい,指定,"designation,specification,assignment,pointing at"
1311340,してつ,私鉄,private railway
1315060,じどう,児童,"children,juvenile"
1476050,しばる,縛る,"to tie,to bind"
1421420,じばん,地盤,(the) ground
1569620,しびれる,,"to become numb,to go to sleep (i.e., a limb)"
1311600,しへい,紙幣,"paper money,notes,bills"
1427460,しぼむ,,"to wither,to fade (away),to shrivel,to wilt"
1594520,しぼる,絞る,"to press,to wring,to squeeze"
1321670,しま,縞,stripe
1421490,じみ,地味,"plain,simple"
1005610,しみじみ,,"keenly,deeply,heartily"
1311060,しめい,氏名,"full name,identity"
1594590,しめきり,締切,"closing,cut-off,end,deadline,Closed,No Entrance"
1594600,しめきる,締め切る,to shut up
1320390,しめる,湿る,"to be wet,to become wet,to be damp"
1064980,ジャーナリスト,,journalist
1322720,しゃかいかがく,社会科学,social science
1005630,しゃがむ,,to squat
1323370,じゃぐち,蛇口,"faucet,tap"
1324870,じゃくてん,弱点,"weak point,weakness"
1323120,しゃこ,車庫,"garage,car shed"
1323170,しゃしょう,車掌,(train) conductor
1322120,しゃせい,写生,"sketching,drawing from nature"
1322890,しゃせつ,社説,"editorial,leading article"
1005650,しゃっくり,,"hiccough,hiccup"
1061440,シャッター,,shutter
1005670,しゃぶる,,"to suck,to chew"
1323280,しゃりん,車輪,(car) wheel
1568640,しゃれ,洒落,"joke,pun,witticism"
1005970,じゃんけん,,(n) rock-scissors-paper game
1333600,しゅうかい,集会,"meeting,assembly"
2841455,じゅうきょ,住居,"dwelling,house,residence,address"
1333620,しゅうきん,集金,money collection
1333680,しゅうごう,集合,"gathering,assembly,meeting,set (math)"
1333110,しゅうじ,習字,penmanship
1332170,しゅうぜん,修繕,"repair,mending"
1595360,じゅうたい,重体,"seriously ill,serious condition,critical state"
1595370,じゅうたん,絨毯,carpet
1332950,しゅうてん,終点,"terminus,last stop (e.g train)"
1336570,じゅうてん,重点,"important point,lay stress on,colon,emphasis"
1331780,しゅうにん,就任,"inauguration,assumption of office"
1331300,しゅうへん,周辺,"circumference,outskirts,environs,(computer) peripheral"
1336770,じゅうやく,重役,"director,high executive"
1333040,しゅうりょう,終了,"end,close,termination"
1336900,じゅうりょう,重量,"(1) weight,(2) heavyweight boxer"
1336980,じゅうりょく,重力,gravity
1337830,じゅくご,熟語,"idiom,idiomatic phrase,kanji compound"
1337500,しゅくじつ,祝日,national holiday
1337630,しゅくしょう,縮小,"reduction,curtailment"
1329740,じゅけん,受験,taking an examination
1325420,しゅご,主語,(gram) subject
1338600,しゅっきん,出勤,"going to work,at work"
1340840,じゅつご,述語,predicate
1339660,しゅっちょう,出張,"official tour,business trip"
1330240,じゅみょう,寿命,life span
1326290,しゅやく,主役,"leading part,leading actor (actress)"
1330090,じゅわき,受話器,(telephone) receiver
1341340,じゅんかん,循環,"circulation,rotation,cycle"
1342110,じゅんさ,巡査,"police,policeman"
1342230,じゅんじゅん,順々,"in order,in turn"
1342340,じゅんじょ,順序,"order,sequence,procedure"
1341910,じゅんじょう,純情,"pure heart,naivete,self-sacrificing devotion"
1341930,じゅんすい,純粋,"pure,true,genuine,unmixed"
1350140,しょうか,消化,digestion
1347880,しょうがくせい,小学生,grade school student
1305510,しょうがない,,
1347640,しょうぎ,将棋,Japanese chess
1356930,じょうき,蒸気,"steam,vapour"
1435520,じょうぎ,定規,(measuring) ruler
1352930,じょうきゅう,上級,"advanced level,high grade,senior"
1346740,しょうぎょう,商業,"commerce,trade,business"
1350220,しょうきょくてき,消極的,passive
1351930,しょうきん,賞金,"prize,monetary award"
1352710,じょうげ,上下,"high and low,up and down,unloading and loading,praising and blaming"
1352090,しょうじ,障子,paper sliding door
1347080,しょうしゃ,商社,"trading company,firm"
1355270,じょうしゃ,乗車,"taking a train,entraining"
1353410,じょうじゅん,上旬,first 10 days of month
1378660,しょうずる,生ずる,"to cause,to arise,to be generated"
1348370,しょうすう,小数,"fraction (part of),decimal"
1347180,しょうてん,商店,"shop,business firm"
1350810,しょうてん,焦点,"focus,point"
1350270,しょうどく,消毒,"disinfection,sterilization"
1346220,しょうはい,勝敗,"victory or defeat,issue (of battle)"
1356960,じょうはつ,蒸発,"evaporation,unexplained disappearance"
1351960,しょうひん,賞品,"prize,trophy"
1346230,しょうぶ,勝負,"victory or defeat,match,contest,game,bout"
1580280,しょうべん,小便,"(col) urine,piss"
1350370,しょうぼうしょ,消防署,fire station
1377980,しょうみ,正味,net (weight)
1378030,しょうめん,正面,"the front,honesty"
1580310,しょうもう,消耗,"exhaustion,consumption"
1595020,しょうゆ,醤油,soy sauce
1351120,しょうりゃく,省略,"omission,abbreviation,abridgment"
1342710,しょきゅう,初級,elementary level
1344550,じょきょうじゅ,助教授,assistant professor
1358410,しょくえん,食塩,table salt
1357550,しょくにん,職人,"worker,mechanic,artisan,craftsman"
1342820,しょじゅん,初旬,first 10 days of the month
1344090,しょせき,書籍,"book,publication"
1358430,しょっき,食器,tableware
1062820,ショップ,,a shop
1344120,しょてん,書店,bookshop
1344130,しょどう,書道,calligraphy
1583050,しらが,白髪,"white or grey hair,trendy hair bleaching"
1595070,しりあい,知合い,acquaintance
1062910,シリーズ,,series
1311420,しりつ,私立,private (establishment)
1312820,しりょう,資料,"materials,data"
1335520,しる,汁,"juice,sap,soup,broth"
1397270,しろうと,素人,"amateur,novice"
1595120,しん,芯,"core,heart,wick,marrow"
1361590,しんかんせん,新幹線,"bullet train (very high speed),shinkansen"
1363600,しんくう,真空,"vacuum,hollow,empty"
1359070,しんずる,信ずる,"to believe,to believe in,to place trust in"
1360750,しんしん,心身,mind and body
1363130,しんせい,申請,"application,request,petition"
1368580,じんぞう,人造,"man-made,synthetic,artificial"
1580570,しんだい,寝台,"bed,couch"
1365480,しんだん,診断,diagnosis
1359850,しんにゅう,侵入,"penetration,invasion,raid,aggression,trespass"
1369140,じんぶんかがく,人文科学,"social sciences,humanities"
1369400,じんめい,人命,(human) life
1362810,しんや,深夜,late at night
1362530,しんりん,森林,"forest,woods"
1365420,しんるい,親類,"relation,kin"
1366280,しんろ,針路,"course,direction,compass bearing"
1364940,しんわ,神話,"myth,legend"
1370270,す,酢,vinegar
1609990,すいさん,水産,"marine products,fisheries"
1372350,すいじ,炊事,"cooking,culinary arts"
1371660,すいじょうき,水蒸気,"water vapour,steam"
1371780,すいそ,水素,hydrogen
1370980,すいちょく,垂直,"vertical,perpendicular"
1371210,すいてい,推定,"presumption,assumption,estimation"
1371880,すいてき,水滴,drop of water
1371910,すいとう,水筒,"canteen,flask,water bottle"
1372790,ずいひつ,随筆,"essays,miscellaneous writings"
1372010,すいぶん,水分,moisture
1372040,すいへい,水平,"water level,horizon"
1372060,すいへいせん,水平線,horizon
1372180,すいよう,水曜,Wednesday
1595940,ずうずうしい,,"impudent,shameless"
1006380,ずうっと,,
1584380,すえっこ,末っ子,youngest child
1067480,スカーフ,,scarf
1370370,ずかん,図鑑,picture book
1373520,すぎ,杉,Japanese cedar
1277460,すききらい,好き嫌い,"likes and dislikes,taste"
1595570,すきずき,好き好き,matter of taste
1450510,すきとおる,透き通る,to be(come) transparent
1253790,すきま,隙間,"crevice,crack,gap,opening"
1068230,スクール,,school
1595610,すくなくとも,,at least
1370380,ずけい,図形,figure
1068870,スケジュール,,schedule
1557580,すず,鈴,bell
1554380,すずむ,涼む,"to cool oneself,to cool off,to enjoy evening cool"
1069370,スタート,,start
1070220,スチュワーデス,,stewardess
1006120,すっきり,,"shapely,clear,neat"
1304280,すっぱい,,"sour,acid"
1070320,ステージ,,"(1) stage,(2) performance"
1322320,すてる,棄てる,
1071000,ストッキング,,stockings
1071100,ストップ,,stop
1397340,すなお,素直,"obedient,meek,docile,unaffected"
1450900,ずのう,頭脳,"head,brains,intellect"
1072240,スピーカー,,speaker
1370490,ずひょう,図表,"chart,diagram,graph"
1073570,スマート,,"smart,stylish,slim"
1595750,すまい,住まい,"dwelling,house,residence,address"
1610020,すまない,,sorry (phrase)
1521510,すみ,墨,ink
1373680,すむ,澄む,"to clear (e.g. weather),to become transparent"
1373680,すむ,清む,
1401360,すもう,相撲,sumo wrestling
1073760,スライド,,slide
1006420,ずらす,,"to put off,to delay"
2008600,ずらり,,
1298670,する,刷る,to print
1569240,ずるい,狡い,"sly,cunning"
1595920,すれちがう,,"to pass by one another,to disagree"
1006460,ずれる,,
1373810,すんぽう,寸法,"measurement,size,dimension"
1375190,せい,姓,"surname,family name"
1382090,ぜいかん,税関,customs house
1380650,せいさく,製作,"manufacture,production"
1374810,せいさく,制作,"work (film, book)"
1375390,せいしつ,性質,"nature,property,disposition"
1378240,せいしょ,清書,clean copy
1381570,せいしょうねん,青少年,"youth,young person"
1376190,せいすう,整数,integer
1378320,せいそう,清掃,cleaning
1379230,せいぞん,生存,"existence,being,survival"
1379370,せいちょう,生長,"growth,increment"
1376060,せいとう,政党,(member of) political party
1379410,せいねんがっぴ,生年月日,birth date
1375470,せいのう,性能,"ability,efficiency"
1376240,せいび,整備,"adjustment,completion,consolidation"
1375860,せいぶん,成分,"ingredient,component,composition"
1375520,せいべつ,性別,"distinction by sex,sex,gender"
1377920,せいほうけい,正方形,square
1378100,せいもん,正門,"main gate,main entrance"
1375880,せいりつ,成立,"coming into existence,arrangements,establishment,completion"
1381140,せいれき,西暦,"Christian Era,anno domini (A.D.)"
1472860,せおう,背負う,"to be burdened with,to carry on back or shoulder"
1383560,せきどう,赤道,equator
1596090,せっかく,折角,"with trouble,at great pains,long-awaited"
1385370,せっきん,接近,"getting closer,drawing nearer,approaching"
1385350,せっする,接する,"to come in contact with,to connect,to attend,to receive"
2008620,せっせと,,
1385480,せつぞく,接続,"(1) connection,union,join,link,(2) changing trains"
1374400,せともの,瀬戸物,"earthenware,crockery,china"
1610700,ぜひとも,,by all means (with sense of not taking no for an answer)
1475720,せまる,迫る,"to draw near,to press"
1075160,ゼミ,,(n) seminar
1006570,せめて,,"offense,method of attack"
1279130,せめる,攻める,"to attack,to assault"
1074740,セメント,,cement
1956550,せん,栓,"stopper,cork,stopcock"
1392910,ぜんご,前後,"around,throughout,front and back,before and behind,before and after"
1390950,せんざい,洗剤,"detergent,washing material"
1395340,ぜんしゅう,全集,complete works
1395410,ぜんしん,全身,"the whole body,full-length (portrait)"
1390730,せんす,扇子,folding fan
1389810,せんせい,専制,"despotism,autocracy"
1596200,せんせんげつ,先々月,month before last
1888910,せんせんしゅう,先々週,
1388030,せんぞ,先祖,ancestor
1388110,せんたん,先端,"pointed end,tip,fine point"
1075060,センチ,,"centimeter,centi-,10^-2"
1389730,せんでん,宣伝,"propaganda,publicity"
1596210,せんとう,先頭,"head,lead,vanguard,first"
1396020,ぜんぱん,全般,"(the) whole,universal,wholly,general"
1390760,せんぷうき,扇風機,electric fan
1391880,せんろ,線路,"line,track,roadbed"
1400820,そうい,相違,"difference,discrepancy,variation"
1982210,そういえば,,which reminds me ..
1299370,ぞうきん,雑巾,"house-cloth,dust cloth"
1403200,ぞうげん,増減,"increase and decrease,fluctuation"
1399120,そうこ,倉庫,"storehouse,warehouse,godown"
1596370,そうご,相互,"mutual,reciprocal"
1398420,そうさく,創作,"production,literary creation,work"
1402160,そうしき,葬式,funeral
1403720,ぞうせん,造船,shipbuilding
1596440,そうぞうしい,騒々しい,"noisy,boisterous"
1403310,ぞうだい,増大,enlargement
1006810,そうっと,,
1402850,そうべつ,送別,"farewell,send-off"
1402060,ぞうり,草履,"zoori (Japanese footwear),sandals"
1401820,そうりだいじん,総理大臣,Prime Minister
1402870,そうりょう,送料,"postage,carriage"
1405710,ぞくする,属する,"to belong to,to come under,to be affiliated with,to be subject to"
1596730,ぞくぞく,続々,"successively,one after another"
1405030,そくたつ,速達,"express,special delivery"
1404570,そくてい,測定,measurement
1404590,そくりょう,測量,"measurement,surveying"
1405080,そくりょく,速力,speed
1397240,そしつ,素質,"character,qualities,genius"
1396820,そせん,祖先,ancestor
1006740,そそっかしい,,"careless,thoughtless"
1596570,そっちょく,卒直,"frankness,candour,openheartedness"
1244960,そなえる,具える,to be furnished with
1006880,そのうえ,,"in addition,furthermore"
2547920,そのころ,,
1006850,そのため,,"hence,for that reason"
1006900,そのほか,,otherwise
1238460,そば,蕎麦,soba (buckwheat noodles)
1581900,そる,剃る,to shave
2055520,それなのに,,
1576360,それる,逸れる,"to stray (turn) from subject,to get lost,to go astray"
1406110,そろう,揃う,"to become complete,to be equal,to be all present,to gather"
1406120,そろえる,揃える,"to put things in order,to arrange,to make uniform,to get something ready"
1596700,そろばん,算盤,abacus
1406140,ぞんじる,存じる,(hum) to know
1983710,ぞんずる,存ずる,
1406770,そんとく,損得,"loss and gain,advantage and disadvantage"
1442840,たんぼ,田ぼ,"paddy field,farm"
1415270,だいいち,第一,"first,foremost,# 1"
1413250,だいがくいん,大学院,graduate school
1413690,だいく,大工,carpenter
1409390,たいけい,体系,"system,organization"
1408280,たいこ,太鼓,"drum,tambourine"
1410050,たいさく,対策,"counter-plan,counter-measure"
1412970,たいして,大して,"(not so) much,(not) very"
1410080,たいしょう,対照,"contrast,antithesis,comparison"
1414110,だいしょう,大小,size
1409550,たいせい,体制,"order,system,structure,set-up,organization"
1409560,たいせき,体積,"capacity,volume"
1414380,たいそう,大層,"very much,exaggerated,very fine"
1409580,たいそう,体操,"gymnastics,physical exercises,calisthenics"
1414920,だいぶん,大分,"considerably,greatly,a lot"
1415090,たいぼく,大木,large tree
1415490,だいめい,題名,title
1412340,だいめいし,代名詞,pronoun
1076120,タイア,,"tire,tyre"
1076680,ダイヤグラム,,diagram
1076890,ダイヤモンド,,diamond
1076900,ダイヤル,,dial
1410290,たいりつ,対立,"confrontation,opposition,antagonism"
1442810,たうえ,田植え,rice planting
1386700,たえず,絶えず,constantly
1409000,だえん,楕円,ellipse
1283240,たかめる,高める,"to raise,to lift,to boost"
1280950,たがやす,耕す,"to till,to plow,to cultivate"
1415520,たき,滝,waterfall
1596830,たく,炊く,"to boil,to cook"
1596840,たく,焚く,"to burn,to kindle,to build a fire"
1596860,たくわえる,蓄える,"to store,to lay in stock"
1422230,たけ,竹,"bamboo,middle (of a three-tier ranking system)"
1344380,たすかる,助かる,"to be saved,to be rescued,to survive,to be helpful"
1416190,ただし,但し,"but,however,provided that"
1356780,たたむ,畳む,to fold (clothes)
1551350,たちどまる,立ち止まる,"to stop,to halt,to stand still"
1288480,たちまち,,"at once,in a moment,suddenly,all at once"
1597045,たつ,建つ,"to erect,to be erected,to be built"
2857436,たつ,発つ,"to depart (on a plane, train, etc.)"
1416560,だっせん,脱線,"derailment,digression"
1408540,だとう,妥当,"valid,proper,right,appropriate"
1597130,たとえる,例える,"to compare,to liken,to speak figuratively,to illustrate,to use a simile"
1548380,たのもしい,頼もしい,"reliable,trustworthy,hopeful,promising"
1404920,たび,足袋,"tabi,Japanese socks (with split toe)"
1077110,ダブル,,double
1574550,だます,,"to trick,to cheat,to deceive"
1552650,たまる,溜まる,"to collect,to gather,to save"
1077140,ダム,,dumb
1597190,ためいき,溜息,a sigh
1573390,ためらう,,to hesitate
1552630,ためる,溜める,"to amass,to accumulate"
1007500,だらしない,,"slovenly,loose,a slut"
1404750,たる,足る,"to be sufficient,to be enough"
1419950,だんかい,段階,"gradation,grade,stage"
1418640,たんき,短期,short term
1597260,たんこう,炭鉱,"coal mine,coal pit"
1418760,たんしょ,短所,"(1) defect,demerit,weak point,(2) disadvantage"
1418990,たんす,,chest of drawers
1418460,たんすい,淡水,fresh water
1419660,だんすい,断水,water outage
1417670,たんすう,単数,singular (number)
1419300,だんち,団地,multi-unit apartments
1419740,だんてい,断定,"conclusion,decision"
1597300,たんぺん,短編,"short (e.g. story, film)"
1381210,ちかう,誓う,"to swear,to vow,to take an oath,to pledge"
1622630,ちかすい,地下水,underground water
1578110,ちかぢか,近々,"nearness,before long"
1242520,ちかづける,近付ける,"to bring near,to put close,to let come near,to associate with"
1242230,ちかよる,近寄る,"to approach,to draw near"
1554940,ちからづよい,力強い,"reassuring,emboldened"
1389020,ちぎる,千切る,"to cut up fine,to pick (fruit)"
1421130,ちしつ,地質,geological features
1420620,ちじん,知人,"friend,acquaintance"
1421360,ちたい,地帯,"area,zone"
1337560,ちぢむ,縮む,"to shrink,to be contracted"
1337570,ちぢめる,縮める,"to shorten,to reduce,to boil down,to shrink"
1337590,ちぢれる,縮れる,"to be wavy,to be curled"
1077740,チップ,,"(1) gratuity,tip,(2) chip"
1421380,ちてん,地点,"site,point on a map"
1421500,ちめい,地名,place name
1983730,ちゃいろい,茶色い,
1597480,ちゃくちゃく,着々,steadily
1597530,ちゃわん,茶碗,"rice bowl,tea cup,teacup"
1423680,ちゅうかん,中間,"middle,midway,interim"
1424490,ちゅうじゅん,中旬,second third of a month
1426190,ちゅうしょう,抽象,abstract
1424690,ちゅうせい,中世,"Middle Ages,mediaeval times"
1424710,ちゅうせい,中性,"neuter gender,neutral (chem.),indifference,sterility"
1425030,ちゅうと,中途,"in the middle,half-way"
1425240,ちゅうねん,中年,middle-aged
1429410,ちょうか,超過,"excess,being more than"
1427980,ちょうこく,彫刻,"carving,engraving,sculpture"
1430030,ちょうしょ,長所,"(1) strong point,merit,(2) advantage"
1430040,ちょうじょ,長女,eldest daughter
1429200,ちょうせい,調整,"regulation,adjustment,tuning"
1429240,ちょうせつ,調節,"regulation,adjustment,control"
1430070,ちょうたん,長短,"length,long and short,+-"
1430240,ちょうてん,頂点,"top,summit"
1430080,ちょうなん,長男,eldest son
1430130,ちょうほうけい,長方形,"rectangle,oblong"
1429290,ちょうみりょう,調味料,"condiment,seasoning"
1078240,チョーク,,"chock,chalk"
1430930,ちょくご,直後,immediately following
1431310,ちょくせん,直線,straight line
1431330,ちょくぜん,直前,just before
1431440,ちょくつう,直通,direct communication
1431600,ちょくりゅう,直流,direct current
1427220,ちょぞう,貯蔵,"storage,preservation"
1430800,ちょっかく,直角,right angle
1597720,ちょっけい,直径,diameter
1303420,ちらかす,散らかす,"to scatter around,to leave untidy"
1303430,ちらかる,散らかる,"to be in disorder,to lie scattered around"
1303460,ちらす,散らす,"to scatter,to disperse,to distribute"
1612710,ちりがみ,塵紙,"tissue paper,toilet paper"
1303490,ちる,散る,"to fall,to scatter (e.g. blossoms)"
1432460,ついか,追加,"addition,supplement,appendix"
1345470,ついで,序で,"opportunity,occasion"
1433050,つうか,通貨,currency
1433140,つうきん,通勤,commuting to work
1983740,つうずる,通ずる,
1433470,つうち,通知,"notice,notification"
1433490,つうちょう,通帳,passbook
1433560,つうやく,通訳,interpretation
1433570,つうよう,通用,"popular use,circulation"
1433600,つうろ,通路,"passage,pathway"
1597790,つきあう,付合う,"to associate with,to keep company with,to get on with"
1456770,つきあたり,突き当たり,end (e.g. of street)
1456780,つきあたる,突き当たる,"to run into,to collide with"
1255780,つきひ,月日,"time,years,days"
1441400,つく,点く,"to catch fire,(electricity) comes on"
1456890,つく,突く,"(1) to thrust,to strike,(2) to poke"
1316400,つぐ,次ぐ,"to rank next to,to come after"
1597890,つくる,造る,"to make,to create"
1495770,つける,着ける,"(1) to attach,to join,to add,to append"
1610400,つける,点ける,"to turn on,to switch on,to light up"
1433680,つける,浸ける,"to dip in,to soak"
1441900,つたわる,伝わる,"to be handed down,to be introduced,to be transmitted"
1456940,つっこむ,突っ込む,"to plunge into,to go into deeply"
1240825,つとめる,務める,"(1) to serve,to fill a post,to serve under,to work (for)"
1240820,つとめる,努める,"(1) to serve,to fill a post,to serve under,to work (for)"
1280880,つな,綱,rope
1251870,つながり,繋がり,"connection,link,relationship"
1251880,つながる,繋がる,"to be tied together,to be connected to,to be related to"
1251910,つなげる,繋げる,to connect
1552890,つぶ,粒,grain
1433820,つぶす,潰す,"to smash,to waste"
1433830,つぶれる,潰れる,"to be smashed,to go bankrupt"
1573400,つまずく,,"to stumble,to trip"
1226480,つまる,詰まる,"to be blocked,to be packed"
1382970,つむ,積む,"to pile up,to stack"
1433880,つめ,爪,"fingernail or toenail,claw,talon,hoof"
1177680,つや,艶,"gloss,glaze"
1236230,つよき,強気,"firm,strong"
1434050,つりあう,釣り合う,"to balance,to be in harmony,to suit"
1434020,つる,吊る,to hang
1433980,つるす,吊す,to hang
1338400,であい,出合い,an encounter
1328020,てあらい,手洗い,"restroom,lavatory,hand-washing"
1435400,ていいん,定員,"fixed number of regular personnel,capacity (of boat, etc.)"
1435410,ていか,定価,established price
1434250,ていか,低下,"fall,decline,lowering,deterioration"
1435510,ていきけん,定期券,"commuter pass,season ticket"
1435540,ていきゅうび,定休日,regular holiday
1434920,ていし,停止,"suspension,interruption,stoppage,ban"
1434960,ていしゃ,停車,stopping (e.g. train)
1435020,ていでん,停電,failure of electricity
1339910,でいり,出入り,"in and out,coming and going,free association,income and expenditure,debits and credit"
1598540,でいりぐち,出入口,exit and entrance
1328250,ていれ,手入れ,"repairs,maintenance"
1078830,テーマ,,"(n) theme,project,topic (de: Thema)"
1598550,でかける,出掛ける,"to depart,to set out,to start,to be going out"
1340600,できあがり,出来上がり,"be finished,ready,made for,cut out"
1340610,できあがる,出来上がる,"(1) to be finished,to be ready,by definition,(2) to be very drunk"
1437290,てきかく,的確,"precise,accurate"
1437290,てきかく,適確,"precise,accurate"
1327770,てくび,手首,wrist
1582410,でこぼこ,凸凹,"unevenness,roughness,ruggedness"
1327660,てごろ,手頃,"moderate,handy"
1339630,でたらめ,,"(1) irresponsible utterance,nonsense,nonsensical,(2) random"
1598330,てちょう,手帳,notebook
1437820,てっきょう,鉄橋,"railway bridge,iron bridge"
1598350,てつづき,手続き,"procedure,(legal) process,formalities"
1438010,てっぽう,鉄砲,gun
1080030,テニスコート,,tennis court
1598400,てぬぐい,手拭い,(hand) towel
1328030,てまえ,手前,"before,this side,we,you"
1338710,でむかえ,出迎え,"meeting,reception"
1338720,でむかえる,出迎える,"to meet,to greet"
1350840,てらす,照らす,"to shine on,to illuminate"
1350860,てる,照る,to shine
1440600,てんかい,展開,"develop,expansion (opposite of compression)"
1441960,でんき,伝記,"biography,life story"
1443170,でんきゅう,電球,light bulb
1441660,てんすう,点数,"marks,points,score,runs"
1442110,でんせん,伝染,contagion
1443620,でんち,電池,battery
1598460,てんてん,点々,"here and there,little by little"
1704220,てんてん,転々,
1443630,でんちゅう,電柱,"telephone pole,telegraph pole,lightpole"
1582030,てんのう,天皇,Emperor of Japan
1443720,でんぱ,電波,electro-magnetic wave
1081120,テンポ,,tempo
1443790,でんりゅう,電流,electric current
1443810,でんりょく,電力,electric power
1598590,といあわせ,問い合わせ,"enquiry,ENQ"
1582390,どう,銅,copper
1449670,とういつ,統一,"unity,consolidation,uniformity"
1452000,どうかく,同格,"the same rank,equality,apposition"
1454420,とうげ,峠,"ridge,(mountain) pass,difficult part"
1449710,とうけい,統計,"scattering,a scatter,dispersion"
1451350,どうさ,動作,"action,movements,motions,bearing,behaviour,manners"
1447910,とうざい,東西,"East and West,whole country"
1449210,とうじつ,当日,"appointed day,very day"
1447270,とうしょ,投書,"letter to the editor,letter from a reader,contribution"
1444800,とうじょう,登場,entry (on stage)
1008950,どうせ,,"anyhow,in any case,at any rate"
1008960,どうぞよろしく,,pleased to meet you
1448730,とうだい,灯台,lighthouse
1448500,とうなん,盗難,"theft,robbery"
1449220,とうばん,当番,being on duty
1449510,とうぶん,等分,division into equal parts
1450590,とうめい,透明,"transparency,cleanness"
1448760,とうゆ,灯油,"lamp oil,kerosene"
