jmdict_seq,kana,kanji,waller_definition
1290560,こんらん,混乱,"disorder,chaos,confusion,mayhem"
1291070,さ,差,"difference,variation"
1055000,サービス,,"(1) service,support system,(2) goods or services without charge"
1296300,さい,際,"on the occasion of,circumstances"
1293850,さいこう,最高,"highest,supreme,the most"
1296820,ざいさん,財産,"property,fortune,assets"
1293940,さいしゅう,最終,"last,final,closing"
1579210,さいちゅう,最中,in the middle of
1294220,さいてい,最低,"least,lowest,worst"
1294630,さいのう,才能,"talent,ability"
1296120,さいばん,裁判,"trial,judgement"
1296670,ざいりょう,材料,"ingredients,material"
1278380,さいわい,幸い,"happiness,blessedness"
1056230,サイン,,"(1) autograph,(2) sign,(3) sine"
1235950,さかい,境,"border,boundary,mental state"
1226990,さからう,逆らう,"to go against,to oppose,to disobey,to defy"
1379640,さかり,盛り,"helping,serving"
1297540,さぎょう,作業,"work,operation,manufacturing,fatigue duty"
1298200,さく,昨,"last (year),yesterday"
1297910,さくひん,作品,"work,opus,performance,production"
1297950,さくもつ,作物,"produce (e.g. agricultural),crops"
1593710,さくら,桜,"cherry blossom,cherry tree"
1329010,さけ,酒,"alcohol,sake"
1235910,さけぶ,叫ぶ,"to shout,to cry"
1583260,さける,避ける,"(1) to avoid (physical contact ),(2) to ward off,to avert"
1310090,ささえる,支える,"to be blocked,to choke,to be obstructed"
1309670,さす,指す,"to point,to put up umbrella,to play"
1291880,ざせき,座席,seat
1541900,さそう,誘う,"(1) to invite,to ask,(2) to tempt,to lure,to induce"
1298960,さつ,札,"(1) token,label,(2) ticket,(3) charm"
1297510,さっか,作家,"author,writer,novelist,artist"
1297650,さっきょく,作曲,"composition,setting (of music)"
1005390,ざっと,,"roughly,in round numbers"
1005210,さっぱり,,"feeling refreshed,feeling relieved,neat,trimmed"
1585460,さて,,"well,now,then"
1593800,さばく,砂漠,desert
1291410,さべつ,差別,"discrimination,distinction,differentiation"
1297980,さほう,作法,"manners,etiquette,propriety"
1593830,さまざま,様々,"varied,various"
1206060,さます,覚ます,to awaken
1206070,さめる,覚める,"to wake,to wake up"
1290810,さゆう,左右,"(1) left and right,(2) influence,control,domination"
1299680,さら,皿,"plate,dish"
1279310,さらに,更に,"furthermore,again,after all,more and more,moreover"
1231650,さる,去る,"to leave,to go away"
1177390,さる,猿,monkey
1403020,さわぎ,騒ぎ,"uproar,disturbance"
1302090,さんか,参加,participation
1302280,さんこう,参考,"reference,consultation"
1304200,さんせい,賛成,"approval,agreement,support,favour"
1304350,さんそ,酸素,oxygen
2101130,し,氏,"family name,lineage,birth"
1929950,し,詩,"poem,verse of poetry"
1594060,しあわせ,幸せ,"happiness,good fortune,luck,blessing"
1064120,ジーンズ,,jeans
1064250,ジェットき,ジェット機,jet aeroplane
1430690,じかに,直に,"immediately,readily,directly"
1506050,しかも,,"moreover,furthermore,nevertheless,and yet"
1319580,しかる,叱る,to scold
1319060,しき,式,"equation,formula,ceremony"
1581790,じき,直,"earnestly,immediately,exactly"
1316040,じき,時期,"time,season,period"
1310130,しきゅう,支給,"payment,allowance"
1005480,しきりに,,"frequently,repeatedly,incessantly,eagerly"
1594190,しげき,刺激,"stimulus,impetus,incentive"
1312720,しげん,資源,resources
1313830,じけん,事件,"event,affair,incident"
1316220,じこく,時刻,"instant,time,moment"
1317770,じさつ,自殺,suicide
1313960,じじつ,事実,"fact,truth,reality"
1310180,ししゅつ,支出,"expenditure,expenses"
1314010,じじょう,事情,"circumstances,consideration,conditions,situation,reasons"
1312220,しじん,詩人,poet
1318000,じしん,自身,"by oneself,personally"
1431670,しずむ,沈む,"to sink,to feel depressed"
1318090,しぜん,自然,"nature,spontaneous"
1309560,しそう,思想,"thought,idea"
1387010,した,舌,tongue
1316680,しだい,次第,"(1) order,precedence,(2) circumstances,(3) immediate(ly)"
1595240,じたい,事態,"situation,present state of affairs"
1335210,したがう,従う,"to abide (by the rules),to obey,to follow,to accompany"
1335230,したがって,従って,"therefore,consequently,in accordance with"
1365050,したしい,親しい,"intimate,close (e.g. friend)"
1320640,しつ,質,"quality,nature (of person)"
1319860,しつぎょう,失業,unemployment
1320970,じっけん,実験,experiment
1321020,じつげん,実現,"implementation,materialization,realization"
1321040,じっこう,実行,"practice,performance,execution (e.g. program),realization"
1321110,じっさい,実際,"practical,actual condition,status quo"
1321140,じっし,実施,"enforcement,enact,put into practice,carry out,operation"
1005870,じっと,,"fixedly,firmly,patiently,quietly"
2820720,じつに,実に,"indeed,truly,surely"
1320830,じつは,実は,"as a matter of fact,by the way"
1320170,しつぼう,失望,"disappointment,despair"
1310230,してん,支店,branch store (office)
1309950,しどう,指導,"leadership,guidance,coaching"
1318340,じどう,自動,"automatic,self-motion"
1583470,しな,品,"thing,article,goods,dignity,article (goods),counter for meal courses"
1310270,しはい,支配,"rule,control,direction"
1321630,しばい,芝居,"play,drama"
2179090,しばしば,,"often,again and again,frequently"
1321650,しばふ,芝生,lawn
1594480,しはらい,支払,payment
1310300,しはらう,支払う,to pay
1310950,しぼう,死亡,"death,mortality"
1312780,しほん,資本,"funds,capital"
1594530,しまい,仕舞い,sisters
1579490,しまい,姉妹,sisters
1305380,しまう,仕舞う,"to finish,to close,to do something completely"
1005600,しまった,仕舞った,Damn it!
1318680,じまん,自慢,"pride,boast"
1314270,じむ,事務,"business,office work"
1317110,しめす,示す,"to denote,to show,to point out,to indicate"
1389460,しめる,占める,"(1) to comprise,to account for,to make up (of),(2) to hold,to occupy"
2080210,しも,下,"under,below,beneath"
1402930,しも,霜,frost
1323940,しゃっきん,借金,"debt,loan,liabilities"
1427510,しゃべる,,"to talk,to chat,to chatter"
1323500,じゃま,邪魔,"hindrance,intrusion"
1333450,しゅう,週,week
1331840,しゅう,州,sandbank
1337000,じゅう,銃,gun
1331030,しゅうい,周囲,"surroundings,circumference,environs"
1330510,しゅうかく,収穫,"harvest,crop,ingathering"
1333500,しゅうかん,週間,"week,weekly"
1331400,しゅうきょう,宗教,religion
1336260,じゅうし,重視,"importance,stress,serious consideration"
1331670,しゅうしょく,就職,"finding employment,inauguration"
1065950,ジュース,,"juice,soft drink,deuce"
1332130,しゅうせい,修正,"amendment,correction,revision,modification"
1335570,じゅうたい,渋滞,"congestion (e.g. traffic),delay,stagnation"
1336500,じゅうだい,重大,"serious,important,grave,weighty"
1334150,じゅうたく,住宅,"resident,housing"
1333730,しゅうだん,集団,"group,mass"
1333750,しゅうちゅう,集中,"concentration,focusing the mind"
1330790,しゅうにゅう,収入,"income,receipts,revenue"
1334210,じゅうみん,住民,"citizens,inhabitants,residents,population"
1336820,じゅうよう,重要,"important,momentous,essential,principal,major"
1332400,しゅうり,修理,"repairing,mending"
1325260,しゅぎ,主義,"doctrine,rule,principle"
1337300,しゅくはく,宿泊,lodging
1327790,しゅじゅつ,手術,surgical operation
1329300,しゅしょう,首相,Prime Minister
1328110,しゅだん,手段,"means,way,measure"
1325910,しゅちょう,主張,"claim,request,insistence,assertion"
1339260,しゅっしん,出身,"graduate from,come from"
1340030,しゅっぱん,出版,publication
1329340,しゅと,首都,capital city
1326160,しゅふ,主婦,"housewife,mistress"
1326320,しゅよう,主要,"chief,main,principal,major"
1330450,じゅよう,需要,"demand,request"
1328890,しゅるい,種類,"variety,kind,type"
1342220,じゅん,順,"order,turn"
1341210,しゅんかん,瞬間,"moment,second,instant"
1342380,じゅんちょう,順調,"favourable,doing well,O.K.,all right"
1342390,じゅんばん,順番,"turn (in line),order of things"
1306200,しよう,使用,"use,application,employment,utilization"
2083540,しょう,小,
1351270,しょう,章,"(1) chapter,section,(2) medal"
1351910,しょう,賞,"prize,award"
1352170,じょう,上,"(1) first volume,(2) superior quality,(3) governmental"
1352060,しょうがい,障害,"obstacle,impediment (fault),damage"
1347530,しょうがくきん,奨学金,scholarship
1580490,じょうきゃく,乗客,passenger
1352980,じょうきょう,上京,proceeding to the capital (Tokyo)
1356700,じょうきょう,状況,"state of affairs,situation,circumstances"
1356510,じょうけん,条件,"conditions,terms"
1377080,しょうご,正午,"noon,mid-day"
1377590,しょうじき,正直,"honesty,integrity,frankness"
1356000,じょうしき,常識,common sense
1580290,しょうじょ,少女,"daughter,young lady,virgin,maiden,little girl"
1594930,しょうしょう,少々,"just a minute,small quantity"
1351030,しょうじょう,症状,"symptoms,condition"
1378650,しょうじる,生じる,"to produce,to yield,to result from,to arise,to be generated"
1356730,じょうたい,状態,"condition,situation,circumstances,state"
1353850,じょうたつ,上達,"improvement,advance,progress"
1355540,じょうだん,冗談,"jest,joke"
1354030,じょうとう,上等,"superiority,first class,very good"
1351560,しょうとつ,衝突,"collision,conflict"
1580270,しょうにん,商人,"trader,shopkeeper,merchant"
1349520,しょうにん,承認,"recognition,acknowledgement,approval,consent,agreement"
1349170,しょうねん,少年,"boys,juveniles"
1347200,しょうばい,商売,"trade,business,commerce,transaction,occupation"
1350290,しょうひ,消費,"consumption,expenditure"
1347310,しょうひん,商品,"commodity,article of commerce,goods,stock,merchandise"
1350340,しょうぼう,消防,"fire fighting,fire department"
1356370,じょうほう,情報,"information,(military) intelligence"
1351680,しょうめい,証明,"proof,verification"
1345020,じょおう,女王,queen
1357480,しょく,職,employment
1357510,しょくぎょう,職業,"occupation,business"
1358530,しょくたく,食卓,dining table
1358600,しょくひん,食品,"commodity,foodstuff"
1357300,しょくぶつ,植物,"plant,vegetation"
1358620,しょくもつ,食物,"food,foodstuff"
1358660,しょくよく,食欲,appetite (for food)
1358670,しょくりょう,食料,food
1358690,しょくりょう,食糧,"provisions,rations"
1344030,しょさい,書斎,study
1345140,じょし,女子,"woman,girl"
1344650,じょしゅ,助手,"helper,helpmeet,assistant,tutor"
1595480,じょじょに,徐々に,"slowly,little by little,gradually,steadily,quietly"
1343640,しょめい,署名,signature
1344150,しょもつ,書物,books
1345430,じょゆう,女優,actress
1342510,しょり,処理,"processing,dealing with,treatment,disposition,disposal"
1344200,しょるい,書類,"documents,official papers"
1420400,しらせ,知らせ,notice
1358760,しり,尻,"buttocks,bottom"
1168060,しるし,印,"(1) mark,(2) symbol,(3) evidence"
1355710,しろ,城,castle
1366010,しんがく,進学,going on to university
1364520,しんけい,神経,"nerve,sensitivity"
1363650,しんけん,真剣,"seriousness,earnestness"
1359150,しんこう,信仰,"(religious) faith,belief,creed"
1359240,しんごう,信号,"traffic lights,signal,semaphore"
1367380,じんこう,人工,"artificial,manmade,human work,human skill,artificiality"
1362730,しんこく,深刻,serious
1365460,しんさつ,診察,medical examination
1368020,じんしゅ,人種,race (of people)
1359040,しんじる,信じる,"to believe,to place trust in"
1368370,じんせい,人生,(human) life (i.e. conception to death)
1365230,しんせき,親戚,relative
1362100,しんせん,新鮮,fresh
1360770,しんぞう,心臓,heart
2830705,しんたい,身体,the body
1365770,しんちょう,身長,"height (of body),stature"
1361110,しんちょう,慎重,"discretion,prudence"
1360410,しんぱん,審判,"refereeing,trial,judgement,umpire,referee"
1369070,じんぶつ,人物,"character,personality,person,man,personage,talented man"
1366190,しんぽ,進歩,"progress,development"
1365410,しんゆう,親友,"close friend,buddy"
1359620,しんよう,信用,"confidence,dependence,credit,faith"
1359730,しんらい,信頼,"reliance,trust,confidence"
1361000,しんり,心理,mentality
1369530,じんるい,人類,"mankind,humanity"
1400390,す,巣,"nest,rookery,breeding place,beehive,cobweb"
1370320,ず,図,"figure (e.g. Fig 1),drawing,picture,illustration"
1371610,すいじゅん,水準,"(1) water level,(2) level,standard"
1371170,すいせん,推薦,recommendation
1067210,スイッチ,,switch
1372800,ずいぶん,随分,extremely
1372370,すいみん,睡眠,sleep
1580825,すう,数,"number,figure"
1373060,すうじ,数字,"numeral,figure"
1067040,スープ,,(Western) soup
1525250,すえ,末,"the end of,powder"
1307710,すがた,姿,"figure,shape,appearance"
1067770,スキー,,skiing
1229060,すくう,救う,"to rescue from,to help out of"
1539080,すぐれる,優れる,"to surpass,to outstrip,to excel"
1068770,スケート,,"skate(s),skating"
1374550,すごい,,"terrible,dreadful,terrific,amazing,great"
1348900,すこしも,少しも,"anything of,not one bit"
1196000,すごす,過ごす,"to pass,to spend,to go through,to tide over"
1241750,すじ,筋,"muscle,string,line"
1365990,すすめる,進める,"to advance,to promote,to hasten"
1595680,すすめる,勧める,"to recommend,to advise,to encourage,to offer (wine)"
1069210,スター,,star
1069520,スタイル,,style
1069930,スタンド,,stand
1450890,ずつう,頭痛,headache
1006380,ずっと,,"consecutively,throughout,a lot"
1397350,すてき,,"lovely,dreamy,beautiful,great"
1220310,すでに,既に,"already,too late"
1404100,すなわち,,"that is,namely,i.e."
1397300,すばらしい,素晴らしい,"wonderful,splendid,magnificent"
1072260,スピーチ,,speech
1595730,すべて,全て,"all,the whole,entirely,in general,wholly"
1295040,すませる,済ませる,to be finished
1246440,すみ,角,horn
1295060,すみません,,"sorry,excuse me"
1174890,するどい,鋭い,"pointed,sharp"
1472650,せい,背,"height,stature"
1376590,せい,正,"(logical) true,regular"
2088240,せい,生,"(1) draft (beer),(2) raw,unprocessed"
1375260,せい,性,"sex,gender"
1610040,せい,所為,"cause,reason,fault"
2081570,ぜい,税,
1375290,せいかく,性格,"character,personality"
1376760,せいかく,正確,"accurate,punctuality,exactness,authenticity,veracity"
1373990,せいき,世紀,"century,era"
1381320,せいきゅう,請求,"claim,demand,application,request"
1382100,ぜいきん,税金,"tax,duty"
1378200,せいけつ,清潔,clean
1374700,せいげん,制限,"restriction,restraint,limitation"
1375690,せいこう,成功,"success,hit"
1377290,せいしき,正式,"due form,official,formality"
1379950,せいしん,精神,"mind,soul,heart,spirit,intention"
1375740,せいじん,成人,adult
1596050,せいぜい,精々,"at the most,at best,to the utmost,as much (far) as possible"
1375760,せいせき,成績,"results,record"
1380690,せいぞう,製造,"manufacture,production"
1573150,ぜいたく,贅沢,"luxury,extravagance"
1375790,せいちょう,成長,"growth,grow to adulthood"
1374880,せいど,制度,"system,institution,organization"
1381750,せいねん,青年,"youth,young man"
1380760,せいひん,製品,"manufactured goods,finished goods"
1376070,せいふ,政府,"government,administration"
1379430,せいぶつ,生物,raw food
1379530,せいめい,生命,"life,existence"
1376250,せいり,整理,"sorting,arrangement,adjustment,regulation"
1204300,せき,咳,cough
1382700,せきたん,石炭,coal
1383180,せきにん,責任,"duty,responsibility"
1382830,せきゆ,石油,"oil,petroleum,kerosene"
1373970,せけん,世間,"world,society"
1386370,せつ,説,theory
1383030,せっきょくてき,積極的,"positive,active,proactive"
1386020,せっけい,設計,"plan,design"
1386840,ぜったい,絶対,"absolute,unconditional,absoluteness"
1074600,セット,,set
1386070,せつび,設備,"equipment,device,facilities,installation"
1386990,ぜつめつ,絶滅,"destruction,extinction"
1386350,せつやく,節約,"economising,saving"
1374530,ぜひ,是非,"certainly,without fail"
1383160,せめる,責める,"to condemn,to blame,to criticize"
1394250,ぜん,善,"good,goodness,right,virtue"
1394770,ぜん,全,"all,whole,entire,complete,overall,pan"
1394840,ぜんいん,全員,"all members (unanimity),all hands,the whole crew"
1389780,せんこう,専攻,"major subject,special study"
1581180,ぜんこく,全国,"country-wide,nation-wide,whole country,national"
1388300,せんじつ,先日,"the other day,a few days ago"
1393090,ぜんしゃ,前者,the former
1392250,せんしゅ,選手,"(1) player (in game),(2) team"
1393350,ぜんしん,前進,"advance,drive,progress"
1075040,センター,,a center
1395660,ぜんたい,全体,"whole,entirety,whatever (is the matter)"
1392290,せんたく,選択,"selection,choice"
2137720,そう,然う,so
1351830,ぞう,象,elephant
1403060,そうおん,騒音,noise
1403160,ぞうか,増加,"increase,addition"
1400050,そうさ,操作,"operation,management,processing"
1399610,そうぞう,想像,"imagination,guess"
1401090,そうぞく,相続,"succession,inheritance"
1402360,そうち,装置,"equipment,installation,apparatus"
1401240,そうとう,相当,"suitable,fair,tolerable,proper"
1405050,そくど,速度,"speed,velocity,rate"
1436050,そこ,底,"bottom,sole"
1406090,そこで,,"so (conj),accordingly,now,then,thereupon"
1397630,そしき,組織,"(1) organization,(2) structure,construction,(3) tissue,(4) system"
1581730,そそぐ,注ぐ,"to pour (into),to irrigate,to pay,to fill,to feed (e.g. a fire)"
1160540,そだつ,育つ,"to raise (child),to be brought up,to grow (up)"
1006790,そっくり,,"all,altogether,entirely,be just like,the splitting image of"
1006810,そっと,,face of the earth
1406000,そで,袖,sleeve
1244960,そなえる,備える,"to furnish,to provide for,to equip,to install"
1006930,そのうち,,"eventually,sooner or later,of the previously mentioned"
1406030,そのまま,,"without change,as it is (i.e. now)"
1075480,ソファー,,"sofa,couch"
1397100,そまつ,粗末,"crude,rough,plain,humble"
1596690,それぞれ,,"each,every,either,respectively,severally"
1406060,それでも,,"but (still),and yet,nevertheless,even so,notwithstanding"
2396190,それと,,
1007010,それとも,,"or,or else"
1406660,そん,損,"loss,disadvantage"
1406710,そんがい,損害,"damage,injury,loss"
1406400,そんけい,尊敬,"respect,esteem,reverence,honour"
1406150,そんざい,存在,"existence,being"
1406460,そんちょう,尊重,"respect,esteem,regard"
1442730,た,田,rice field
1949190,た,他,other (esp. places and things)
1409800,たい,対,"pair,couple,set"
2082450,だい,大,
1412560,だい,台,"stand,rack,table,support"
1415470,だい,題,"title,subject,theme,topic"
1409200,たいいく,体育,"physical education,gymnastics,athletics"
1409250,たいおん,体温,temperature (body)
1413180,たいかい,大会,"convention,tournament,mass meeting,rally"
1413330,たいき,大気,atmosphere
1411790,だいきん,代金,"price,payment,cost,charge"
1596750,たいくつ,退屈,"tedium,boredom"
1410930,たいざい,滞在,"stay,sojourn"
1413880,たいし,大使,ambassador
1412960,たいした,大した,"considerable,great,important,significant,a big deal"
1410120,たいしょう,対象,"target,object (of worship, study, etc),subject (of taxation, etc)"
1414160,だいじん,大臣,cabinet minister
1610160,たいする,対する,"to face,to confront,to oppose"
1414360,たいせん,大戦,"great war,great battle"
1410780,たいど,態度,"attitude,manner"
1414650,だいとうりょう,大統領,"president,chief executive"
1414790,たいはん,大半,"majority,mostly,generally"
1412170,だいひょう,代表,"representative,representation,delegation,type,example,model"
1414850,だいぶぶん,大部分,"most part,greater part,majority"
1075960,タイプライター,,typewriter
1411470,たいほ,逮捕,"arrest,apprehension,capture"
1076860,ダイヤ,,"(1) dyer,(2) diagram,(3) (railway) schedule,(4) diamond"
1408370,たいよう,太陽,"sun,solar"
1506930,たいら,平ら,"flatness,level,smooth,calm,plain"
1412400,だいり,代理,"representation,agency,proxy,deputy,agent"
1415150,たいりく,大陸,continent
1445770,たおす,倒す,"to throw down,to beat,to bring down,to blow down"
1076170,タオル,,(hand) towel
2055530,だが,,
1268770,たがい,互い,"mutual,reciprocal"
1516160,たから,宝,treasure
1415750,たく,宅,"house,home,husband"
1007370,だけど,,however
1205780,たしかめる,確かめる,to ascertain
1407810,たしょう,多少,"more or less,somewhat,a little,some"
1344410,たすける,助ける,"to help,to save,to rescue"
1538900,ただ,只,"free of charge,mere,only"
1538900,ただ,唯,"free of charge,mere,sole,only,usual,common"
1596950,たたかい,戦い,"battle,fight,struggle,conflict"
1596960,たたかう,戦う,"to fight,to battle,to combat"
1416170,たたく,叩く,"to strike,to clap,to dust,to beat"
1430670,ただちに,直ちに,"at once,immediately,directly,in person"
1551370,たちあがる,立ち上がる,to stand up
1551710,たちば,立場,"standpoint,position,situation"
1251100,たつ,経つ,"to pass,to lapse"
1416230,たっする,達する,"to reach,to get to"
1007230,たった,,"free of charge,mere,sole,only,usual,common"
2643970,だって,,"but,because,even,also,too"
1007240,たっぷり,,"full,in plenty,ample"
1597120,たとえ,例え,"simile,metaphor,allegory"
1581590,たに,谷,valley
1581400,たにん,他人,"another person,unrelated person,outsider,stranger"
1328820,たね,種,"(1) seed,(2) material,(3) cause,source"
1404450,たば,束,"handbreadth,bundle"
1445150,たび,度,counter for occurrences
1553120,たび,旅,"travel,trip,journey"
1597160,たびたび,,"often,repeatedly,frequently"
1240530,たま,玉,"ball,sphere,coin"
1240530,たま,球,"globe,sphere,ball"
1240530,たま,弾,"bullet,shot,shell"
2068840,たま,偶,"even number,couple,man and wife,friend"
1597180,たまたま,偶々,"casually,unexpectedly,accidentally,by chance"
1211340,たまらない,,"intolerable,unbearable,unendurable"
1534930,だまる,黙る,to be silent
1409110,だめ,駄目,"useless,no good,hopeless"
1312250,ためし,試し,"trial,test"
1312260,ためす,試す,"to attempt,to test"
1512410,たより,便り,"news,tidings,information,correspondence,letter"
1597200,たよる,頼る,"to rely on,to have recourse to,to depend on"
1633690,だん,段,"step,stair,flight of steps,grade,rank,level"
1417040,たんい,単位,"unit,denomination,credit (in school)"
1417330,たんご,単語,"word,vocabulary,(usually) single-character word"
1420070,だんし,男子,"youth,young man"
1417550,たんじゅん,単純,simplicity
1419080,たんじょう,誕生,birth
1077250,ダンス,,dance
1419270,だんたい,団体,"organization,association"
1418160,たんとう,担当,(in) charge
1417020,たんなる,単なる,"mere,simple,sheer"
1417030,たんに,単に,"simply,merely,only,solely"
1420730,ち,地,earth
1420780,ちい,地位,"(social) position,status"
1420800,ちいき,地域,"area,region"
1077330,チーズ,,cheese
1077360,チーム,,team
1420530,ちえ,知恵,"wisdom,wit,sagacity,sense,intelligence,advice"
1420840,ちか,地下,"basement,underground"
1158870,ちがい,違い,"difference,discrepancy"
1610740,ちがいない,違いない,"(phrase) sure,no mistaking it,for certain"
1242300,ちかごろ,近頃,"lately,recently,nowadays"
1420970,ちきゅう,地球,the earth
1421020,ちく,地区,"district,section,sector"
1422050,ちこく,遅刻,"lateness,late coming"
1420580,ちじ,知事,prefectural governor
1420590,ちしき,知識,"knowledge,information"
1497680,ちちおや,父親,father
1420680,ちのう,知能,"intelligence,brains"
1421440,ちへいせん,地平線,horizon
1421450,ちほう,地方,"area,locality,district,region,the coast"
1422570,ちゃ,茶,tea
1078040,チャンス,,"chance,opportunity"
1007720,ちゃんと,,"perfectly,properly,exactly"
1620400,ちゅう,中,"inside,middle,among"
1426520,ちゅう,注,"annotation,explanatory note"
1423430,ちゅうおう,中央,"centre,central,center,middle"
1423640,ちゅうがく,中学,"middle school,junior high school"
1424150,ちゅうこ,中古,"(1) used,second-hand,old"
1424410,ちゅうし,中止,"suspension,stoppage,discontinuance,interruption"
1426910,ちゅうしゃ,駐車,parking (e.g. car)
1602330,ちゅうしょく,昼食,"lunch,midday meal"
1424550,ちゅうしん,中心,"center,core,heart,pivot,emphasis,balance"
1426670,ちゅうもく,注目,"notice,attention,observation"
1426650,ちゅうもん,注文,"order,request"
1429850,ちょうき,長期,long time period
1429120,ちょうさ,調査,"investigation,examination,inquiry,survey"
1429170,ちょうし,調子,"tune,tone,key"
1430220,ちょうじょう,頂上,"top,summit,peak"
1430230,ちょうだい,頂戴,"(1) please do for me (preceded by -te),(2) reception,being given,get"
1427170,ちょきん,貯金,(bank) savings
1431110,ちょくせつ,直接,"direct,immediate,personal,firsthand"
1427110,ちょしゃ,著者,"author,writer"
1372630,ついに,遂に,"finally,at last"
1433070,つうか,通過,"passage through,passing"
1433090,つうがく,通学,commuting to school
1433180,つうこう,通行,"passage,passing"
1432880,つうじる,通じる,"to run to,to lead to,to communicate,to understand"
1433330,つうしん,通信,"correspondence,communication,news,signal"
1514110,つかまる,捕まる,"to be caught,to be arrested"
1433650,つかむ,掴む,"to seize,to catch,to grasp"
1483730,つかれ,疲れ,"tiredness,fatigue"
1495640,つきあい,付き合い,"association,socializing,fellowship"
1597850,つぎつぎ,次々,"in succession,one by one"
1331530,つく,就く,"to settle in (place),to take (seat, position),to study (under teacher)"
2145240,つぐ,注ぐ,"to pour (into),to irrigate,to pay"
1445270,つち,土,"earth,soil"
1894690,つづき,続き,"sequel,continuation"
1515340,つつみ,包み,"bundle,package,parcel,bale"
1240810,つとめ,勤め,"(1) service,duty,business,responsibility,task,(2) Buddhist religious services"
1240810,つとめ,務め,"(1) service,duty,(2) Buddhist religious services"
1251900,つなぐ,繋ぐ,"to tie,to fasten,to connect,to transfer (phone call)"
1355970,つねに,常に,"always,constantly"
1547530,つばさ,翼,wings
1610430,つまり,,"in short,in brief,in other words"
1296680,つみ,罪,"crime,fault,indiscretion"
1226510,つめる,詰める,"to pack,to shorten,to work out (details)"
1382990,つもる,積もる,to pile up
1582960,つゆ,梅雨,"rainy season,rain during the rainy season"
1365860,つらい,辛い,"painful,heart-breaking"
1434040,つり,釣,
1559260,つれ,連れ,"companion,company"
1896380,で,出,"outflow,coming (going) out,graduate (of)"
1338400,であい,出会い,"meeting,rendezvous,encounter"
1598530,であう,出会う,"to meet by chance,to come across,to happen to encounter"
1436320,ていあん,提案,"proposal,proposition,suggestion"
1435490,ていき,定期,fixed term
1436260,ていこう,抵抗,"electrical resistance,resistance,opposition"
1436410,ていしゅつ,提出,"presentation,submission,filing"
1436540,ていど,程度,"degree,amount,grade,standard,of the order of (following a number)"
1435080,ていりゅうじょ,停留所,bus or tram stop
1081430,デート,,"date,go on a date"
1582000,てき,敵,"enemy,rival"
1340570,できごと,出来事,"incident,affair,happening,event"
1437340,てきする,適する,"to fit,to suit"
1437430,てきせつ,適切,"pertinent,appropriate,adequate,relevance"
1437440,てきど,適度,moderate
1437500,てきよう,適用,applying
1340460,できるだけ,出来るだけ,if at all possible
2825960,できれば,,
1328310,てじな,手品,"sleight of hand,conjuring trick,magic,juggling"
1008430,ですから,,therefore
1437780,てつ,鉄,iron
1437610,てつがく,哲学,philosophy
1328170,てつだい,手伝い,"help,helper,assistant"
1437670,てってい,徹底,"thoroughness,completeness"
1437960,てつどう,鉄道,railroad
1437700,てつや,徹夜,"all night,all night vigil,sleepless night"
1327410,てま,手間,"time,labour"
1084000,デモ,,"(abbr) demo,demonstration"
1438080,てんけい,典型,"type,pattern,archetypal"
1438970,てんこう,天候,weather
1443320,でんし,電子,electron
1081040,テント,,tent
1442260,でんとう,伝統,"tradition,convention"
1439580,てんねん,天然,"nature,spontaneity"
1445160,ど,度,counter for occurrences
1535930,とい,問い,"question,query"
1445980,とう,党,party (political)
1446740,とう,塔,"tower,pagoda"
2252690,ド,,"child,servant,foolishness"
1449550,とうあん,答案,"examination paper,examination script"
1451900,どういつ,同一,"identity,sameness,similarity"
1632200,どうか,,copper coin
1449090,とうじ,当時,"at that time,in those days"
1451380,どうし,動詞,verb
1452500,どうじ,同時,"simultaneous(ly),concurrent,same time,synchronous"
1466950,どうしても,,"by all means,at any cost,no matter what"
1449870,とうちゃく,到着,arrival
1454240,どうとく,道徳,morals
1447320,とうひょう,投票,"voting,poll"
1453550,どうよう,同様,"identical,equal to,same (kind),like"
1453580,どうりょう,同僚,"coworker,colleague,associate"
1454290,どうろ,道路,"road,highway"
1432900,とおす,通す,"to let pass,to overlook,to continue"
1432920,とおり,通り,"in accordance with ~,following ~,~ Street,~ Avenue"
1432980,とおりすぎる,通り過ぎる,"to pass,to pass through"
1444970,とかい,都会,city
1315840,とき,時,"(1) time,hour,(2) occasion,moment"
1198890,とく,解く,to unfasten
1455500,どく,毒,"poison,toxicant"
1454510,とくい,得意,"pride,triumph,prosperity"
1456420,どくしょ,読書,reading
1455850,どくしん,独身,"bachelorhood,single,unmarried,celibate"
1455170,とくちょう,特徴,"feature,characteristic"
1456010,どくとく,独特,"peculiarity,uniqueness,characteristic"
1456040,どくりつ,独立,"independence (e.g. Ind. Day),self-support"
1198910,とける,解ける,"to come untied,to come apart"
1189000,どこか,,"somewhere,anywhere"
1008570,ところが,,"however,while,even if"
1343110,ところで,,"by the way,even if,no matter what"
1444780,とざん,登山,mountain-climbing
1444990,とし,都市,"town,city,municipal,urban"
1582870,としつき,年月,months and years
1370410,としょ,図書,books
1598750,としより,年寄,"old people,the aged"
1508550,とじる,閉じる,"to close (e.g. book, eyes),to shut"
1610870,とたん,途端,"just (now, at the moment, etc.)"
1445470,とち,土地,"plot of land,lot,soil"
1457040,とつぜん,突然,"abruptly,suddenly,unexpectedly,all at once"
1085030,トップ,,top
